Temp(C);Modulus 0,1;Modulus 1;Modulus 10;Loss Modulus 0,1;Loss Modulus 1;Loss Modulus 10;Tan Delta 0,1;Tan Delta 1;Tan Delta 10
-21.875;2522987963.71591;2780731988.84544;2935178178.84182;137811186.637383;63572002.3731575;-84005234.1121992;0.0546222132722393;0.0228616071696836;-0.0286201480774658
-21.2;2690338029.78125;2808811674.15269;2943147119.06024;140276173.79274;109017661.128866;-76962577.5643565;0.0521407244145248;0.0388127342719594;-0.0261497555001366
-20.8416666666667;2635663369.20855;2860142016.61078;2885167742.50719;129073311.48595;86236546.1823697;-97696988.7474638;0.0489718501208704;0.0301511413354776;-0.0338618054361602
-20.6;2676543445.18876;2848354443.77058;2859029389.84521;144851595.418963;103928913.011452;-67723538.4315105;0.0541189031246034;0.0364873526322354;-0.0236875978512333
-20.5;2707858186.17269;2872142080.2441;2987940066.10964;89109894.0188254;85519183.8885595;-153219676.615609;0.0329078880400211;0.0297754015989667;-0.0512793674657285
-20.225;2652095512.24167;2831669718.55886;2888172345.00515;156201911.281377;48716462.4534089;-21243623.783326;0.0588975436821083;0.0172041471270889;-0.00735538646786957
-20.2916666666667;2658631589.68793;2891583515.5047;2959866567.19498;137412513.321892;77081171.2847041;-60708088.2849845;0.0516854286448999;0.0266570793723903;-0.0205104138672429
-20.1541666666667;2647891464.63743;2896704709.17789;2960132152.10291;140669530.052505;119710481.584627;-140202914.240232;0.053125111784658;0.0413264359343698;-0.0473637348050932
-20.2;2687990457.65218;2942635831.20219;3000826126.30631;100695997.518161;56931120.091207;-120756875.379377;0.0374614415878966;0.0193469811954095;-0.0402412103523023
-18.575;2689654085.58003;2931321200.95654;2969180263.2607;106246682.99574;53870820.9991012;-101613171.997233;0.039501987844964;0.0183776588459573;-0.0342226348647634
-17.7916666666667;2694003008.39086;2833080237.32174;2967762751.20519;95990487.136062;57159877.0138729;-117304141.482188;0.0356311729560382;0.0201758765109699;-0.0395261182635138
-16.9166666666667;2662612403.07255;2862521255.91194;2961897444.49238;151616897.905629;80188343.928748;-76213833.825238;0.0569429098019185;0.0280131872429369;-0.0257314222566879
-16.0166666666667;2606172092.35939;2835530248.72499;2898874870.86138;107229530.389534;71913004.7687819;-89293346.0144673;0.0411444550050638;0.0253613957393394;-0.030802759688601
-15.2583333333333;2579647617.93821;2773058202.1784;2886442258.45723;123689344.722154;37764048.4763033;-92835696.9375922;0.0479481553457338;0.0136181954084618;-0.0321626724614307
-14.4208333333333;2532979698.00789;2743821866.71915;2874319864.32343;104700778.746081;102846673.899626;-106986510.633217;0.0413350248438332;0.037482999587944;-0.0372215048022848
-13.5625;2526322678.58386;2749335252.65441;2784097434.32703;160862663.989247;44351223.4492267;-60107089.3563059;0.0636746308588812;0.0161316170541249;-0.0215894345561347
-12.7041666666667;2557435273.51148;2669327990.38516;2818237075.19748;118774999.092419;98405457.4388798;-99118360.6108162;0.0464430127802749;0.0368652551478624;-0.035170341588055
-11.8708333333333;2554353433.2514;2693453855.23688;2767315526.58913;40538477.8826034;80264590.0259837;-65966021.0238242;0.0158703479929175;0.0297998756763274;-0.0238375495638298
-10.9333333333333;2471369153.25504;2653703651.01682;2753129605.02005;29380774.9458413;132097624.908257;-67281815.3906973;0.0118884606563709;0.0497785895789986;-0.0244383029654745
-10.0625;2400626710.45025;2633565516.05907;2684251484.79598;130112052.73645;116106507.368306;-28583470.5621642;0.0541992023041544;0.0440871915508866;-0.0106485814477762
-9.22083333333333;2413704497.55131;2593342375.26152;2717124970.32625;145359671.161662;101627900.676677;-59698896.4304432;0.0602226458579036;0.0391879998746515;-0.0219713473183661
-8.38333333333334;2385810256.49556;2663061931.29264;2728843073.82213;119264781.284283;-674398.81219319;-37041270.7565533;0.0499892147582041;-0.000253241880809674;-0.013573983462769
-7.5125;2389878046.39123;2509982855.38029;2675013097.2547;166039164.217549;80184116.6503771;-40309302.8733969;0.0694759987725197;0.0319460814158543;-0.0150688244909027
-6.5375;2372718107.95055;2583831320.11252;2633331796.06044;128363405.425716;181145719.84263;-36767252.8962628;0.0540997284909631;0.0701074092695577;-0.013962256086099
-5.72083333333333;2348054045.52958;2608532387.09336;2673674773.3886;113783241.838655;84003918.2305692;-32987157.663976;0.0484585276285635;0.0322035174438349;-0.0123377599969529
-4.85416666666667;2341675390.69222;2516032119.34041;2684892824.84752;132292183.552073;66510153.3939042;-23946582.3025572;0.0564946721812565;0.0264345406732487;-0.0089190086400999
-3.99583333333333;2269683471.48406;2476878646.49024;2661179793.54242;225133920.24936;116339563.344763;-30919001.5402547;0.0991917697237994;0.0469702314683918;-0.0116185316058999
-3.06666666666667;2339410998.69764;2523271533.76038;2635862082.86203;124974578.496902;100508941.824878;-34572386.7983891;0.0534213862234878;0.039832788695195;-0.0131161592342685
-2.22916666666667;2292799452.42354;2463318851.74365;2608605116.00383;111107935.89771;121824387.915457;-49461689.536084;0.0484595090862686;0.0494553873239854;-0.0189609723727964
-1.39166666666667;2263375436.11811;2538000429.69445;2582176852.36943;140774413.315315;68490749.5768743;-35766421.2504746;0.0621966692175276;0.0269861063755296;-0.0138512670879436
-0.520833333333333;2324603465.77892;2456649539.22074;2576720637.87952;121782812.641744;98312015.7535438;-34710412.0215502;0.0523886393677633;0.0400187386047458;-0.0134707703704018
0.304166666666667;2235049894.27799;2440222595.79915;2602105359.35016;127200714.52788;80752584.7150666;-46615043.135325;0.056911800874571;0.0330923026670118;-0.0179143565297319
1.1375;2202407157.23067;2343030360.75447;2549098815.46341;146871494.823356;86548110.592911;-30507462.0161238;0.0666868041820362;0.0369385356854882;-0.011967940132826
2.0875;2220943251.78482;2363686106.10824;2532015390.50102;87204942.9388245;120408398.113581;-41613428.870366;0.0392648226688114;0.0509409425398834;-0.0164349036054365
2.8625;2201371533.235;2368066504.37264;2493663180.54394;109807871.383175;87422663.0356777;-46043006.8298328;0.0498815714318828;0.0369173175137824;-0.0184640039557345
3.78333333333333;2195325055.78144;2380986916.88351;2511443451.87829;158341067.347815;112294864.036129;5693942.69391906;0.0721264793707065;0.0471631587892605;0.00226719924339152
4.55416666666667;2181934959.80861;2362730693.7469;2500651598.96073;118151928.76724;153446029.632649;-31070331.5973231;0.054150069064205;0.0649443586773358;-0.012424894219665
5.5625;2162507780.43349;2316538560.06938;2515897913.55849;151417334.665154;115395371.834482;-15368789.9609651;0.0700193248020597;0.0498137064599631;-0.00610866994170978
6.30833333333333;2064140906.8861;2310327766.41875;2466873463.75371;138950115.18197;133703483.223747;15574080.7584136;0.0673161966406575;0.0578720842848204;0.00631328723878498
7.2875;2100825384.53278;2287588785.01005;2463140865.12448;124683100.131102;105043389.593374;8808706.57761916;0.0593495780511199;0.0459188252196788;0.00357620901928156
8.11666666666667;2071106316.94265;2307240581.08281;2459726275.85153;159823468.708148;106160110.740112;-13141409.4710593;0.0771681624457013;0.0460117213655672;-0.0053426308447715
8.87083333333333;2097572135.87044;2278935877.86757;2424030954.61359;150274665.709757;119345161.435131;-3743763.49675198;0.0716421920085227;0.0523688106340245;-0.00154443716555128
9.77083333333333;2073077958.64339;2232601246.18894;2416436846.65103;118405706.41335;160432683.402488;-10102025.6242984;0.0571158966403917;0.0718590853052455;-0.00418054609550376
10.5333333333333;2085794131.37287;2242731291.91244;2415673553.53698;151209888.901259;94691422.588953;-4359739.08950088;0.0724951166689362;0.0422214747394937;-0.00180477162699299
11.5625;2087919127.87203;2240369331.2504;2418022520.71348;136682348.411395;112533957.821768;-10425322.5493497;0.0654634303535975;0.0502300920888611;-0.00431150763073686
12.7125;2064954715.58669;2257988071.90939;2387266502.50069;114592970.723725;149800031.23173;-10659299.1179851;0.0554941809903891;0.0663422597733463;-0.0044650645861362
13.5791666666667;2060077933.32243;2229047433.45415;2416781087.32075;135143707.212522;69375457.4022521;5523693.14971194;0.0656012595574801;0.0311233652371172;0.00228555791779864
14.4791666666667;2011618790.48961;2219733133.28963;2370557840.86854;122647974.764362;136937090.489962;6807088.36344895;0.060969789775383;0.0616907899586207;0.00287151329788053
15.2916666666667;2008608988.41971;2186331507.75195;2392176918.86876;126012980.275186;106145928.987497;15380409.8720268;0.0627364414884592;0.0485497869884516;0.00642946169687989
16.1666666666667;2006405868.29944;2178523593.07822;2353732657.13114;115924347.692813;125968228.657255;-5942554.84920687;0.0577771175435538;0.0578227516367009;-0.00252473654185092
17.1083333333333;1976650341.12494;2181835143.70047;2325088641.30782;132875781.418043;117441633.107819;5531814.39088668;0.0672227043162431;0.0538269967127918;0.00237918429973282
18.0375;1953269511.35705;2146839223.59652;2288762997.53714;100045850.476605;81422002.4350316;17163361.5045389;0.0512196857089614;0.037926455572499;0.00749896844846227
18.8416666666667;1957247031.4273;2070288349.59178;2261403119.07623;109141935.944502;118475000.619593;25798815.7331101;0.0557629845349218;0.0572263282276375;0.0114083223444252
19.8625;1917203251.30655;2107614395.76612;2274395122.91894;98893583.8351298;105251145.471477;31821878.7167868;0.0515822116240075;0.0499385208617432;0.0139913590194244
20.6333333333333;1899267689.45565;2094586535.58611;2230785883.93974;92279297.7834558;106487425.514246;47874062.4976356;0.0485867781017768;0.0508393535932135;0.0214606264286944
21.5666666666667;1891464919.65049;2094076523.88315;2234792583.98815;107771957.214645;143511711.839955;8872512.56432396;0.0569780364917152;0.0685322194309474;0.00397017272560048
22.4583333333333;1870873671.05267;2050489608.13394;2200098649.57802;119272466.386932;177037833.550207;3015334.328261;0.0637522822798732;0.0863392981110111;0.0013705450566225
23.3083333333333;1894164701.48899;2019213983.84121;2179147990.9256;96063996.7232923;121377214.45939;39355846.2558044;0.050715757002428;0.0601111201837512;0.0180601989491718
24.0791666666667;1846725126.8253;2017272770.24569;2169567285.80418;81081856.8561379;84492038.8420897;41813990.4239649;0.0439057527719491;0.0418842905571958;0.0192729631837466
24.975;1839276654.74393;1953551655.88234;2130167217.8484;94391083.1020997;96814634.6455566;38029506.6431174;0.0513196766014742;0.0495582670435348;0.0178528269163439
25.8625;1828299254.40497;2001286411.93721;2172494442.52844;89526467.7731684;106375393.517318;31706961.5095815;0.0489670755799249;0.0531535081049937;0.0145947261769193
26.7875;1832398177.59638;1999095674.78117;2175031856.05813;81719044.0554296;126531283.264013;21012186.83294;0.0445967721724233;0.0632942609301898;0.00966063406125045
