Temp(C);Modulus 0,1;Modulus 1;Modulus 10;Loss Modulus 0,1;Loss Modulus 1;Loss Modulus 10;Tan Delta 0,1;Tan Delta 1;Tan Delta 10
6.375;3379769595.18398;3642214438.7163;3920521528.0473;244780983.38899;261277808.946951;8998129.85371892;0.0724253463128943;0.0717359763800832;0.00229513593774363
10.1;3306585155.64033;3536227919.63924;3845249993.89361;182200225.023297;265690856.327627;-1934235.165944;0.0551022328012639;0.075133973930824;-0.000503019353492135
14.3458333333333;3161532702.75594;3430118053.55492;3744947436.33802;163956008.058842;227336096.453147;77658346.471411;0.0518596590558496;0.0662764642218479;0.0207368321696255
18.6041666666667;3069267459.14351;3365183753.67163;3642532954.25021;134119633.246404;235580962.926112;88456073.5790671;0.0436976037545554;0.0700053786569836;0.0242842205383081
22.4833333333333;2916225624.1942;3245158241.97021;3578090245.14312;214590568.053543;269523048.230427;48668356.0914774;0.0735850361759432;0.0830539000362563;0.0136017687529093
26.5875;2903464328.63146;3129792613.91931;3467739545.4418;216746067.279235;248676701.024051;101459280.383814;0.0746508455922372;0.0794546897190877;0.0292580452061857
30.9083333333333;2825121099.4074;3060854792.87782;3342762913.68353;173612490.748317;250132255.230011;100937727.088204;0.0614531146239125;0.0817197391434687;0.0301958977332846
35.1583333333333;2743065537.84563;2939409630.37194;3206668261.47788;169379891.443149;219967931.51594;131525687.866369;0.0617483939432879;0.0748340514513816;0.0410163063783068
39.1791666666667;2665018703.26801;2838817305.98711;3114389605.87177;148560126.160296;219231361.734327;117249997.109744;0.0557444966439158;0.0772263016968247;0.0376478257211895
42.8916666666667;2583648019.0328;2742197042.2577;3055976896.10166;164382917.780929;177804221.065989;135832082.765405;0.0636243468808365;0.0648400601145714;0.0444480070967417
46.7875;2506778360.0834;2672769456.76128;2902517739.61326;150814710.672741;179134521.841202;100118716.005192;0.060162762322443;0.0670220625980466;0.0344937481824082
